ID,GESCHL,GEBJAHR,BERUFSTAETIG,ARBEITSSTD,ARZTBES,RAUCH,GRO,GEW,SCHULABSCHLUSS,SCHULABSCHLUSS_V,SCHULABSCHLUSS_M,HOE_ABSCHLUSS,HOE_ABSCHLUSS_V,HOE_ABSCHLUSS_M,NETTO,ZUFR
3046,WEIBLICH,1968,HAUPTBERUFL.GANZTAGS,40,3,JA,175,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,,10
3412,WEIBLICH,1988,HAUPTBERUFL.HALBTAGS,25,3,NEIN,160,45,MITTLERE REIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",,8
379,WEIBLICH,1978,HAUPTBERUFL.HALBTAGS,24,3,NEIN,172,61,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,2200,8
1088,MAENNLICH,1984,HAUPTBERUFL.GANZTAGS,40,4,NEIN,176,82,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",457,9
613,WEIBLICH,1966,NICHT ERWERBSTAETIG,,3,NEIN,160,62,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,450,6
3258,MAENNLICH,1957,HAUPTBERUFL.GANZTAGS,20,0,NEIN,184,125,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",3200,8
487,MAENNLICH,1947,HAUPTBERUFL.GANZTAGS,50,6,JA,166,80,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,2000,8
2456,MAENNLICH,1985,HAUPTBERUFL.GANZTAGS,45,0,NEIN,180,61,HOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2500,8
943,MAENNLICH,1941,NICHT ERWERBSTAETIG,,0,NEIN,168,77,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1030,9
872,MAENNLICH,1943,NICHT ERWERBSTAETIG,,5,JA,186,90,"VOLKS-,HAUPTSCHULE",,,KEIN ABSCHLUSS,,,,4
926,MAENNLICH,1986,HAUPTBERUFL.GANZTAGS,50,3,NEIN,193,97,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",,2200,7
1619,WEIBLICH,1975,HAUPTBERUFL.GANZTAGS,55,0,JA,164,62,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,325,8
2092,WEIBLICH,1979,HAUPTBERUFL.GANZTAGS,"25,5",3,JA,165,48,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1100,8
2776,MAENNLICH,1980,HAUPTBERUFL.HALBTAGS,10,5,NEIN,181,72,FACHHOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",2000,9
3350,MAENNLICH,1972,NICHT ERWERBSTAETIG,,2,NEIN,184,112,HOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,,7
784,WEIBLICH,1963,HAUPTBERUFL.GANZTAGS,45,1,NEIN,164,64,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2270,8
124,MAENNLICH,1937,HAUPTBERUFL.GANZTAGS,48,0,JA,175,77,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1700,9
3062,WEIBLICH,1967,HAUPTBERUFL.HALBTAGS,30,2,NEIN,178,68,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,10
2352,MAENNLICH,1993,NICHT ERWERBSTAETIG,,5,JA,176,66,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,,KEIN ABSCHLUSS,1100,9
2709,WEIBLICH,1994,HAUPTBERUFL.GANZTAGS,38,1,JA,169,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8
2182,WEIBLICH,1945,NICHT ERWERBSTAETIG,,7,NEIN,160,56,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,400,7
1226,WEIBLICH,1990,NICHT ERWERBSTAETIG,,4,JA,173,120,NOCH SCHUELER,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",NOCH SCHUELER,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,450,7
39,MAENNLICH,1953,HAUPTBERUFL.GANZTAGS,55,2,JA,185,83,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",ANDERER ABSCHLUSS,3000,8
3111,WEIBLICH,1990,NICHT ERWERBSTAETIG,,4,NEIN,163,66,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,OHNE ABSCHLUSS,"MEISTER, TECHNIKER","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,7
1389,WEIBLICH,1981,HAUPTBERUFL.HALBTAGS,20,0,NEIN,184,92,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",730,9
2757,WEIBLICH,1984,HAUPTBERUFL.HALBTAGS,32,0,NEIN,165,70,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,1600,9
463,WEIBLICH,1987,HAUPTBERUFL.HALBTAGS,16,3,NEIN,160,56,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1300,10
389,WEIBLICH,1953,HAUPTBERUFL.HALBTAGS,20,12,NEIN,180,120,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,650,8
1044,MAENNLICH,1987,HAUPTBERUFL.GANZTAGS,41,2,NEIN,170,67,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,4000,9
1598,MAENNLICH,1990,HAUPTBERUFL.GANZTAGS,55,0,NEIN,176,76,ANDERER ABSCHLUSS,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,312,7
1138,WEIBLICH,1975,HAUPTBERUFL.GANZTAGS,40,0,NEIN,161,50,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,1750,9
2745,MAENNLICH,1970,NICHT ERWERBSTAETIG,,0,NEIN,188,82,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,,10
907,WEIBLICH,1964,NEBENHER BERUFSTAE.,,0,NEIN,156,88,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,450,7
2083,WEIBLICH,1989,HAUPTBERUFL.GANZTAGS,40,2,NEIN,172,60,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1726,4
311,MAENNLICH,1956,HAUPTBERUFL.GANZTAGS,60,1,NEIN,192,103,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,5000,9
3447,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,60,1,NEIN,183,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8
1878,WEIBLICH,1961,NICHT ERWERBSTAETIG,,20,JA,165,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8
174,MAENNLICH,1993,NICHT ERWERBSTAETIG,,0,NEIN,180,82,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,9
170,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,60,0,JA,169,70,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1700,9
2891,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,44,0,JA,174,82,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,OHNE ABSCHLUSS,LEHRE,ANDERER ABSCHLUSS,,2000,8
2082,MAENNLICH,1995,HAUPTBERUFL.GANZTAGS,65,5,NEIN,168,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",490,8
391,WEIBLICH,1986,NICHT ERWERBSTAETIG,,1,NEIN,180,89,MITTLERE REIFE,,HOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,,10
857,WEIBLICH,1939,NICHT ERWERBSTAETIG,,1,NEIN,165,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,5
3055,WEIBLICH,1957,NICHT ERWERBSTAETIG,,3,NEIN,169,71,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,600,6
598,WEIBLICH,1956,HAUPTBERUFL.HALBTAGS,40,0,NEIN,156,98,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,,8
3017,MAENNLICH,1971,HAUPTBERUFL.GANZTAGS,60,2,NEIN,170,78,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,3800,9
2548,WEIBLICH,1935,NICHT ERWERBSTAETIG,,1,NEIN,172,78,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,9
720,WEIBLICH,1967,HAUPTBERUFL.GANZTAGS,48,4,NEIN,160,56,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2500,8
2324,WEIBLICH,1979,HAUPTBERUFL.HALBTAGS,30,1,NEIN,162,52,FACHHOCHSCHULREIFE,,MITTLERE REIFE,LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,8
2010,MAENNLICH,1962,HAUPTBERUFL.GANZTAGS,"38,5",0,JA,170,99,HOCHSCHULREIFE,HOCHSCHULREIFE,,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,1500,9
325,WEIBLICH,1990,NEBENHER BERUFSTAE.,,0,NEIN,168,78,HOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8
2706,MAENNLICH,1947,NICHT ERWERBSTAETIG,,1,NEIN,174,80,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,5
2409,WEIBLICH,1968,HAUPTBERUFL.GANZTAGS,50,0,NEIN,162,62,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,8
814,WEIBLICH,1965,HAUPTBERUFL.HALBTAGS,20,3,JA,163,56,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,,1200,9
1160,MAENNLICH,1960,HAUPTBERUFL.GANZTAGS,39,0,NEIN,187,78,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,2300,7
466,MAENNLICH,1978,NEBENHER BERUFSTAE.,,1,NEIN,180,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",,LEHRE,"GEWERBL.,LANDW.LEHRE",,240,8
53,WEIBLICH,1952,NICHT ERWERBSTAETIG,,1,NEIN,170,83,"VOLKS-,HAUPTSCHULE",,,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",850,6
901,MAENNLICH,1975,NICHT ERWERBSTAETIG,,3,NEIN,168,72,OHNE ABSCHLUSS,FACHHOCHSCHULREIFE,MITTLERE REIFE,ANDERER ABSCHLUSS,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",,7
1107,WEIBLICH,1981,HAUPTBERUFL.HALBTAGS,28,1,NEIN,172,59,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,,,,7
979,MAENNLICH,1945,NICHT ERWERBSTAETIG,,1,JA,172,95,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",,KEIN ABSCHLUSS,,7
1452,MAENNLICH,1958,HAUPTBERUFL.GANZTAGS,30,0,NEIN,180,87,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",950,10
3116,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,43,2,NEIN,184,90,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,5
2669,MAENNLICH,1958,NICHT ERWERBSTAETIG,,1,NEIN,178,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,680,10
2000,WEIBLICH,1943,NICHT ERWERBSTAETIG,,1,NEIN,160,55,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,7
2229,MAENNLICH,1966,HAUPTBERUFL.GANZTAGS,45,1,NEIN,180,78,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,,,,9
377,MAENNLICH,1964,HAUPTBERUFL.GANZTAGS,50,1,NEIN,175,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9
3204,MAENNLICH,1977,HAUPTBERUFL.GANZTAGS,60,0,NEIN,170,78,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,540,9
557,WEIBLICH,1975,HAUPTBERUFL.GANZTAGS,40,2,JA,173,83,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,9
212,MAENNLICH,1954,NICHT ERWERBSTAETIG,,1,NEIN,174,82,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1300,8
2212,WEIBLICH,1941,NICHT ERWERBSTAETIG,,3,JA,154,68,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1100,8
1997,MAENNLICH,1966,HAUPTBERUFL.GANZTAGS,65,1,JA,170,74,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,1500,7
1832,MAENNLICH,1987,HAUPTBERUFL.GANZTAGS,42,3,JA,198,110,MITTLERE REIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,3400,6
2832,WEIBLICH,1940,NICHT ERWERBSTAETIG,,0,NEIN,166,68,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,530,7
982,MAENNLICH,1956,NICHT ERWERBSTAETIG,,0,JA,184,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,400,0
3068,MAENNLICH,1950,NICHT ERWERBSTAETIG,,1,NEIN,185,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1700,5
2390,MAENNLICH,1965,HAUPTBERUFL.GANZTAGS,40,1,NEIN,184,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2200,9
1374,WEIBLICH,1967,HAUPTBERUFL.GANZTAGS,38,15,NEIN,182,105,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,850,4
2898,WEIBLICH,1980,HAUPTBERUFL.GANZTAGS,42,1,NEIN,165,68,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,9
1157,MAENNLICH,1936,NICHT ERWERBSTAETIG,,5,NEIN,180,94,"VOLKS-,HAUPTSCHULE",,,LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,0
1,WEIBLICH,1982,NEBENHER BERUFSTAE.,,7,NEIN,167,70,MITTLERE REIFE,,MITTLERE REIFE,KEIN ABSCHLUSS,,KAUFMAENNISCHE LEHRE,820,4
1597,MAENNLICH,1984,NEBENHER BERUFSTAE.,,1,NEIN,180,91,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,450,7
1307,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,54,2,NEIN,179,70,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,5000,7
1267,WEIBLICH,1936,NICHT ERWERBSTAETIG,,1,NEIN,157,50,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",800,7
2470,MAENNLICH,1958,NICHT ERWERBSTAETIG,,1,NEIN,173,80,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1213,9
2125,WEIBLICH,1976,HAUPTBERUFL.HALBTAGS,10,0,NEIN,172,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,800,10
909,MAENNLICH,1954,NICHT ERWERBSTAETIG,,12,NEIN,182,88,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,2400,9
1224,MAENNLICH,1939,NICHT ERWERBSTAETIG,,2,NEIN,178,89,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,470,7
454,MAENNLICH,1968,HAUPTBERUFL.GANZTAGS,40,2,NEIN,177,113,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,6
2652,WEIBLICH,1961,HAUPTBERUFL.GANZTAGS,45,10,NEIN,164,70,FACHHOCHSCHULREIFE,,,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,900,4
3300,WEIBLICH,1962,HAUPTBERUFL.GANZTAGS,43,2,JA,174,61,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",900,9
1786,WEIBLICH,1970,HAUPTBERUFL.GANZTAGS,48,0,NEIN,175,61,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7
1849,MAENNLICH,1990,HAUPTBERUFL.GANZTAGS,40,1,NEIN,170,76,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,9
351,MAENNLICH,1941,NICHT ERWERBSTAETIG,,2,NEIN,162,83,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,9
2982,MAENNLICH,1981,HAUPTBERUFL.GANZTAGS,46,1,NEIN,198,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,4000,10
1463,MAENNLICH,1939,HAUPTBERUFL.HALBTAGS,30,0,NEIN,181,74,HOCHSCHULREIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,9
1921,WEIBLICH,1980,HAUPTBERUFL.HALBTAGS,15,2,JA,168,59,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,950,8
3252,WEIBLICH,1988,NICHT ERWERBSTAETIG,,1,NEIN,161,55,HOCHSCHULREIFE,MITTLERE REIFE,,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,820,8
3024,MAENNLICH,1963,HAUPTBERUFL.GANZTAGS,58,2,NEIN,180,80,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1650,7
2397,MAENNLICH,1928,NICHT ERWERBSTAETIG,,2,NEIN,172,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,7
2512,MAENNLICH,1995,HAUPTBERUFL.GANZTAGS,40,12,NEIN,185,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1300,
1417,MAENNLICH,1985,HAUPTBERUFL.GANZTAGS,45,1,NEIN,195,93,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1600,10
1456,MAENNLICH,1953,HAUPTBERUFL.GANZTAGS,38,2,JA,180,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1500,6
3247,WEIBLICH,1991,HAUPTBERUFL.GANZTAGS,45,1,NEIN,163,56,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1054,7
